"CONSECUTIVO","LETRA","CATALOG_KEY","NO. CARACTERES","NOMBRE","CODIGOX","LSEX","LINF","LSUP","TRIVIAL","ERRADICADO","N_INTER","NIN","NINMTOBS","COD_SIT_LESION","NO_CBD","CBD","NO_APH","AF_PRIN","DIA_SIS","CLAVE_PROGRAMA_SIS","COD_COMPLEMEN_MORBI","DIA_FETAL","DEF_FETAL_CM","DEF_FETAL_CBD","CLAVE_CAPITULO","CAPITULO","LISTA1","GRUPO1","LISTA5","RUBRICA_TYPE","YEAR_MODIFI","YEAR_APLICACION","VALID","PRINMORTA","PRINMORBI","LM_MORBI","LM_MORTA","LGBD165","LOMSBECK","LGBD190","NOTDIARIA","NOTSEMANAL","SISTEMA_ESPECIAL","BIRMM","CVE_CAUSA_TYPE","CAUSA_TYPE","EPI_MORTA","EDAS_E_IRAS_EN_M5","CVE_MATERNAS-SEED-EPID","EPI_MORTA_M5","EPI_MORBI","DEF_MATERNAS","ES_CAUSES","NUM_CAUSES","ES_SUIVE_MORTA","ES_SUIVE_MORB","EPI_CLAVE","EPI_CLAVE_DESC","ES_SUIVE_NOTIN","ES_SUIVE_EST_EPI","ES_SUIVE_EST_BROTE","SINAC","PRIN_SINAC","PRIN_SINAC_GRUPO","DESCRIPCION_SINAC_GRUPO","PRIN_SINAC_SUBGRUPO","DESCRIPCION_SINAC_SUBGRUPO","DAGA","ASTERISCO","PRIN_MM","PRIN_MM_GRUPO","DESCRIPCION_MM_GRUPO","PRIN_MM_SUBGRUPO","DESCRIPCION_MM_SUBGRUPO","COD_ADI_MORT"
"7038","P","P004","4","FETO Y RECIÉN NACIDO AFECTADOS POR TRASTORNOS NUTRICIONALES DE LA MADRE","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163A","163A","46A","46A","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7039","P","P005","4","FETO Y RECIÉN NACIDO AFECTADOS POR TRAUMATISMO DE LA MADRE","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163A","163A","46A","46A","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7040","P","P006","4","FETO Y RECIÉN NACIDO AFECTADOS POR PROCEDIMIENTO QUIRÚRGICO EN LA MADRE","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163A","163A","46A","46A","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7041","P","P007","4","FETO Y RECIÉN NACIDO AFECTADOS POR OTRO PROCEDIMIENTO MÉDICO EN LA MADRE, NO CLASIFICADO EN OTRA PARTE","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163A","163A","46A","46A","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7042","P","P008","4","FETO Y RECIÉN NACIDO AFECTADOS POR OTRAS AFECCIONES MATERNAS","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163A","163A","46A","46A","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7043","P","P009","4","FETO Y RECIÉN NACIDO AFECTADOS POR AFECCIÓN MATERNA NO ESPECIFICADA","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163A","163A","46A","46A","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7044","P","P01","3","FETO Y RECIÉN NACIDO AFECTADOS POR COMPLICACIONES MATERNAS DEL EMBARAZO","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","NO","163B","163B","NO","NO","NO","55","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"7045","P","P010","4","FETO Y RECIÉN NACIDO AFECTADOS POR INCOMPETENCIA DEL CUELLO UTERINO","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7046","P","P011","4","FETO Y RECIÉN NACIDO AFECTADOS POR RUPTURA PREMATURA DE LAS MEMBRANAS","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7047","P","P012","4","FETO Y RECIÉN NACIDO AFECTADOS POR OLIGOHIDRAMNIOS","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7048","P","P013","4","FETO Y RECIÉN NACIDO AFECTADOS POR POLIHIDRAMNIOS","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7049","P","P014","4","FETO Y RECIÉN NACIDO AFECTADOS POR EMBARAZO ECTÓPICO","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7050","P","P015","4","FETO Y RECIÉN NACIDO AFECTADOS POR EMBARAZO MÚLTIPLE","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7051","P","P016","4","FETO Y RECIÉN NACIDO AFECTADOS POR MUERTE MATERNA","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7052","P","P017","4","FETO Y RECIÉN NACIDO AFECTADOS POR PRESENTACIÓN ANÓMALA ANTES DEL TRABAJO DE PARTO","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7053","P","P018","4","FETO Y RECIÉN NACIDO AFECTADOS POR OTRAS COMPLICACIONES MATERNAS DEL EMBARAZO","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7054","P","P019","4","FETO Y RECIÉN NACIDO AFECTADOS POR COMPLICACIONES MATERNAS NO ESPECIFICADAS DEL EMBARAZO","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7055","P","P02","3","FETO Y RECIÉN NACIDO AFECTADO POR COMPLICACIONES DE LA PLACENTA, DEL CORDÓN UMBILICAL Y DE LAS MEMBRANAS","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","NO","163B","163B","NO","NO","NO","55","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"7056","P","P020","4","FETO Y RECIÉN NACIDO AFECTADOS POR PLACENTA PREVIA","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7057","P","P021","4","FETO Y RECIÉN NACIDO AFECTADOS POR OTRAS FORMAS DE DESPRENDIMIENTO Y DE HEMORRAGIA PLACENTARIOS","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7058","P","P022","4","FETO Y RECIÉN NACIDO AFECTADOS POR OTRAS ANORMALIDADES MORFOLÓGICAS Y FUNCIONALES DE LA PLACENTA Y LAS NO ESPECIFICADAS","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7059","P","P023","4","FETO Y RECIÉN NACIDO AFECTADOS POR SÍNDROMES DE TRANSFUSIÓN PLACENTARIA","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7060","P","P024","4","FETO Y RECIÉN NACIDO AFECTADOS POR PROLAPSO DEL CORDÓN UMBILICAL","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7061","P","P025","4","FETO Y RECIÉN NACIDO AFECTADOS POR OTRA COMPRESIÓN DEL CORDÓN UMBILICAL","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7062","P","P026","4","FETO Y RECIÉN NACIDO AFECTADOS POR OTRAS COMPLICACIONES DEL CORDÓN UMBILICAL Y LAS NO ESPECIFICADAS","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7063","P","P027","4","FETO Y RECIÉN NACIDO AFECTADOS POR CORIOAMNIONITIS","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
"7064","P","P028","4","FETO Y RECIÉN NACIDO AFECTADOS POR OTRAS ANORMALIDADES DE LAS MEMBRANAS","NO","NO","000H","011M","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","3","NO","SI","SI","SI","XVI","CIERTAS AFECCIONES ORIGINADAS EN EL PERIODO PERINATAL","092","092","245","NO","NO","NO","SI","163B","163B","46B","46B","53","55","54","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","1","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","1A","FETO Y RECIEN NACIDO AFECTADOS POR FACTORES MATERNOS Y POR COMPLICACIONES DEL EMBARAZO, DEL TRABAJO DE PARTO Y DEL PARTO","NO","NO","NO","NO","NO","NO","NO","NO"
